"Step","PROPS-NeRF-ablate-19 - Train Loss Dict/rotation_loss","PROPS-NeRF-ablate-19 - Train Loss Dict/rotation_loss__MIN","PROPS-NeRF-ablate-19 - Train Loss Dict/rotation_loss__MAX","PROPS-NeRF-ablate-18 - Train Loss Dict/rotation_loss","PROPS-NeRF-ablate-18 - Train Loss Dict/rotation_loss__MIN","PROPS-NeRF-ablate-18 - Train Loss Dict/rotation_loss__MAX","PROPS-NeRF-ablate-17 - Train Loss Dict/rotation_loss","PROPS-NeRF-ablate-17 - Train Loss Dict/rotation_loss__MIN","PROPS-NeRF-ablate-17 - Train Loss Dict/rotation_loss__MAX","PROPS-NeRF-ablate-16 - Train Loss Dict/rotation_loss","PROPS-NeRF-ablate-16 - Train Loss Dict/rotation_loss__MIN","PROPS-NeRF-ablate-16 - Train Loss Dict/rotation_loss__MAX","PROPS-NeRF-ablate-15 - Train Loss Dict/rotation_loss","PROPS-NeRF-ablate-15 - Train Loss Dict/rotation_loss__MIN","PROPS-NeRF-ablate-15 - Train Loss Dict/rotation_loss__MAX","PROPS-NeRF-ablate-14 - Train Loss Dict/rotation_loss","PROPS-NeRF-ablate-14 - Train Loss Dict/rotation_loss__MIN","PROPS-NeRF-ablate-14 - Train Loss Dict/rotation_loss__MAX","PROPS-NeRF-ablate-13 - Train Loss Dict/rotation_loss","PROPS-NeRF-ablate-13 - Train Loss Dict/rotation_loss__MIN","PROPS-NeRF-ablate-13 - Train Loss Dict/rotation_loss__MAX","PROPS-NeRF-ablate-12 - Train Loss Dict/rotation_loss","PROPS-NeRF-ablate-12 - Train Loss Dict/rotation_loss__MIN","PROPS-NeRF-ablate-12 - Train Loss Dict/rotation_loss__MAX","PROPS-NeRF-ablate-11 - Train Loss Dict/rotation_loss","PROPS-NeRF-ablate-11 - Train Loss Dict/rotation_loss__MIN","PROPS-NeRF-ablate-11 - Train Loss Dict/rotation_loss__MAX","PROPS-NeRF-ablate-10 - Train Loss Dict/rotation_loss","PROPS-NeRF-ablate-10 - Train Loss Dict/rotation_loss__MIN","PROPS-NeRF-ablate-10 - Train Loss Dict/rotation_loss__MAX","PROPS-NeRF-ablate-9 - Train Loss Dict/rotation_loss","PROPS-NeRF-ablate-9 - Train Loss Dict/rotation_loss__MIN","PROPS-NeRF-ablate-9 - Train Loss Dict/rotation_loss__MAX","PROPS-NeRF-ablate-8 - Train Loss Dict/rotation_loss","PROPS-NeRF-ablate-8 - Train Loss Dict/rotation_loss__MIN","PROPS-NeRF-ablate-8 - Train Loss Dict/rotation_loss__MAX","PROPS-NeRF-ablate-7 - Train Loss Dict/rotation_loss","PROPS-NeRF-ablate-7 - Train Loss Dict/rotation_loss__MIN","PROPS-NeRF-ablate-7 - Train Loss Dict/rotation_loss__MAX","PROPS-NeRF-ablate-6 - Train Loss Dict/rotation_loss","PROPS-NeRF-ablate-6 - Train Loss Dict/rotation_loss__MIN","PROPS-NeRF-ablate-6 - Train Loss Dict/rotation_loss__MAX","PROPS-NeRF-ablate-5 - Train Loss Dict/rotation_loss","PROPS-NeRF-ablate-5 - Train Loss Dict/rotation_loss__MIN","PROPS-NeRF-ablate-5 - Train Loss Dict/rotation_loss__MAX","PROPS-NeRF-ablate-4 - Train Loss Dict/rotation_loss","PROPS-NeRF-ablate-4 - Train Loss Dict/rotation_loss__MIN","PROPS-NeRF-ablate-4 - Train Loss Dict/rotation_loss__MAX","PROPS-NeRF-ablate-3 - Train Loss Dict/rotation_loss","PROPS-NeRF-ablate-3 - Train Loss Dict/rotation_loss__MIN","PROPS-NeRF-ablate-3 - Train Loss Dict/rotation_loss__MAX","PROPS-NeRF-ablate-2 - Train Loss Dict/rotation_loss","PROPS-NeRF-ablate-2 - Train Loss Dict/rotation_loss__MIN","PROPS-NeRF-ablate-2 - Train Loss Dict/rotation_loss__MAX","PROPS-NeRF-ablate-1 - Train Loss Dict/rotation_loss","PROPS-NeRF-ablate-1 - Train Loss Dict/rotation_loss__MIN","PROPS-NeRF-ablate-1 - Train Loss Dict/rotation_loss__MAX","PROPS-NeRF-ablate-0 - Train Loss Dict/rotation_loss","PROPS-NeRF-ablate-0 - Train Loss Dict/rotation_loss__MIN","PROPS-NeRF-ablate-0 - Train Loss Dict/rotation_loss__MAX"
"200","0","0","0","0.007939918898046017","0.007939918898046017","0.007939918898046017","0","0","0","0","0","0","0.002417979994788766","0.002417979994788766","0.002417979994788766","0","0","0","0","0","0","0.010579250752925873","0.010579250752925873","0.010579250752925873","0","0","0","0","0","0","0.009001081809401512","0.009001081809401512","0.009001081809401512","0.022589046508073807","0.022589046508073807","0.022589046508073807","0.007050610147416592","0.007050610147416592","0.007050610147416592","0.001615970628336072","0","0.003231941256672144","0.007021216209977865","0.007021216209977865","0.007021216209977865","0","0","0","0","0","0","0","0","0","0.01160721480846405","0.01160721480846405","0.01160721480846405","0.009268928319215775","0.009268928319215775","0.009268928319215775"
"210","0.004467212129384279","0.004467212129384279","0.004467212129384279","0.010830937884747982","0.010830937884747982","0.010830937884747982","0","0","0","0.007829428650438786","0.007829428650438786","0.007829428650438786","0.011827302165329456","0.011827302165329456","0.011827302165329456","0.013732067309319973","0.013732067309319973","0.013732067309319973","0","0","0","0.028251035138964653","0.028251035138964653","0.028251035138964653","0","0","0","0.0055886246263980865","0.0055886246263980865","0.0055886246263980865","0.007449502125382423","0.007449502125382423","0.007449502125382423","0","0","0","0.003343866439536214","0.003343866439536214","0.003343866439536214","0","0","0","0.011476716957986355","0.011476716957986355","0.011476716957986355","0.0067709386348724365","0.0067709386348724365","0.0067709386348724365","0.006963648367673159","0.006963648367673159","0.006963648367673159","0","0","0","0.007949577644467354","0.007949577644467354","0.007949577644467354","0.0030664531514048576","0.0030664531514048576","0.0030664531514048576"
"220","0.001812185626477003","0.001812185626477003","0.001812185626477003","0.011157413944602013","0.011157413944602013","0.011157413944602013","0","0","0","0.007918144576251507","0.007918144576251507","0.007918144576251507","0.006538904272019863","0.006538904272019863","0.006538904272019863","0","0","0","0.00954426173120737","0.00954426173120737","0.00954426173120737","0.01690380647778511","0.01690380647778511","0.01690380647778511","0","0","0","0.009149756282567978","0.009149756282567978","0.009149756282567978","0.0009635106544010341","0.0009635106544010341","0.0009635106544010341","0.008435709401965141","0.008435709401965141","0.008435709401965141","0.006613256875425577","0.006613256875425577","0.006613256875425577","0.015483157709240913","0.015483157709240913","0.015483157709240913","0.003134835744276643","0.003134835744276643","0.003134835744276643","0.010445489548146725","0.010445489548146725","0.010445489548146725","0","0","0","0","0","0","0.011898810975253582","0.011898810975253582","0.011898810975253582","0.005320647265762091","0.005320647265762091","0.005320647265762091"
"230","0","0","0","0.00685915257781744","0.00685915257781744","0.00685915257781744","0","0","0","0.004139943514019251","0.004139943514019251","0.004139943514019251","0.007680723909288645","0.007680723909288645","0.007680723909288645","0.02005242370069027","0.02005242370069027","0.02005242370069027","0.014865260571241379","0.014865260571241379","0.014865260571241379","0.0017402308294549584","0.0017402308294549584","0.0017402308294549584","0","0","0","0.0017623362364247441","0.0017623362364247441","0.0017623362364247441","0.008369674906134605","0.008369674906134605","0.008369674906134605","0.006837284658104181","0.006837284658104181","0.006837284658104181","0.009916570968925953","0.009916570968925953","0.009916570968925953","0.01145146880298853","0.01145146880298853","0.01145146880298853","0.011089619249105453","0.011089619249105453","0.011089619249105453","0.0017829486168920994","0.0017829486168920994","0.0017829486168920994","0","0","0","0.0037595191970467567","0.0037595191970467567","0.0037595191970467567","0.011251140385866165","0.011251140385866165","0.011251140385866165","0.004073469899594784","0.004073469899594784","0.004073469899594784"
"240","0","0","0","0.01056933868676424","0.01056933868676424","0.01056933868676424","0","0","0","0.0069810571148991585","0.0069810571148991585","0.0069810571148991585","0.008298096247017384","0.008298096247017384","0.008298096247017384","0","0","0","0.01536046527326107","0.01536046527326107","0.01536046527326107","0.014288741163909435","0.014288741163909435","0.014288741163909435","0","0","0","0.004472651984542608","0.004472651984542608","0.004472651984542608","0.0053682089783251286","0.0053682089783251286","0.0053682089783251286","0","0","0","0.006426652893424034","0.006426652893424034","0.006426652893424034","0.005399148445576429","0.005399148445576429","0.005399148445576429","0","0","0","0.007916685193777084","0.007916685193777084","0.007916685193777084","0.0013760754372924566","0.0013760754372924566","0.0013760754372924566","0","0","0","0.008465808816254139","0.008465808816254139","0.008465808816254139","0.007708809804171324","0.007708809804171324","0.007708809804171324"
"250","0.010968904010951519","0.010968904010951519","0.010968904010951519","0.006114014890044928","0.006114014890044928","0.006114014890044928","0.007672692183405161","0.007672692183405161","0.007672692183405161","0.008414038456976414","0.008414038456976414","0.008414038456976414","0.0019436959410086274","0.0019436959410086274","0.0019436959410086274","0","0","0","0.004605329595506191","0.004605329595506191","0.004605329595506191","0.007957689464092255","0.007957689464092255","0.007957689464092255","0.005787961184978485","0.005787961184978485","0.005787961184978485","0","0","0","0.0024563770275563","0.0024563770275563","0.0024563770275563","0.005422286223620176","0.005422286223620176","0.005422286223620176","0.007872836664319038","0.007872836664319038","0.007872836664319038","0.005776829551905394","0.005776829551905394","0.005776829551905394","0.011294187046587467","0.011294187046587467","0.011294187046587467","0.002388013992458582","0.002388013992458582","0.002388013992458582","0.0038397605530917645","0.0038397605530917645","0.0038397605530917645","0","0","0","0.004540687892585993","0.004540687892585993","0.004540687892585993","0.004159999545663595","0.004159999545663595","0.004159999545663595"
"260","0.0033134855329990387","0.0033134855329990387","0.0033134855329990387","0.005973456893116236","0.005973456893116236","0.005973456893116236","0.008323930203914642","0.008323930203914642","0.008323930203914642","0.011013466864824295","0.011013466864824295","0.011013466864824295","0.013000198639929295","0.013000198639929295","0.013000198639929295","0","0","0","0","0","0","0.004755392204970121","0.004755392204970121","0.004755392204970121","0","0","0","0","0","0","0.005493159405887127","0.005493159405887127","0.005493159405887127","0.00847215112298727","0.00847215112298727","0.00847215112298727","0.00927106011658907","0.00927106011658907","0.00927106011658907","0.024718161672353745","0.024718161672353745","0.024718161672353745","0","0","0","0","0","0","0.00394620792940259","0.00394620792940259","0.00394620792940259","0","0","0","0.004537567961961031","0.004537567961961031","0.004537567961961031","0.014507482759654522","0.014507482759654522","0.014507482759654522"
"270","0.006111896131187677","0.006111896131187677","0.006111896131187677","0.005965339485555887","0.005965339485555887","0.005965339485555887","0.007700810208916664","0.007700810208916664","0.007700810208916664","0.006423162762075663","0.006423162762075663","0.006423162762075663","0.008096911013126373","0.008096911013126373","0.008096911013126373","0.010426312685012817","0.010426312685012817","0.010426312685012817","0","0","0","0.005391781218349934","0.005391781218349934","0.005391781218349934","0","0","0","0.02266775257885456","0.02266775257885456","0.02266775257885456","0.012582048773765564","0.012582048773765564","0.012582048773765564","0","0","0","0.004483749158680439","0.004483749158680439","0.004483749158680439","0.018029149621725082","0.018029149621725082","0.018029149621725082","0","0","0","0","0","0","0.007756108418107033","0.007756108418107033","0.007756108418107033","0","0","0","0.00604543462395668","0.00604543462395668","0.00604543462395668","0.008320189081132412","0.008320189081132412","0.008320189081132412"
"280","0.008036558516323566","0.008036558516323566","0.008036558516323566","0.009033741429448128","0.009033741429448128","0.009033741429448128","0","0","0","0.005065124481916428","0.005065124481916428","0.005065124481916428","0.003977367654442787","0.003977367654442787","0.003977367654442787","0.01972138322889805","0.01972138322889805","0.01972138322889805","0","0","0","0.00654898677021265","0.00654898677021265","0.00654898677021265","0","0","0","0","0","0","0.004635669756680727","0.004635669756680727","0.004635669756680727","0","0","0","0.0009609052794985473","0.0009609052794985473","0.0009609052794985473","0","0","0","0","0","0","0.002866860246285796","0.002866860246285796","0.002866860246285796","0","0","0","0","0","0","0.009371732361614704","0.009371732361614704","0.009371732361614704","0.0013102937955409288","0.0013102937955409288","0.0013102937955409288"
"290","0.005190637893974781","0.005190637893974781","0.005190637893974781","0.006320449989289045","0.006320449989289045","0.006320449989289045","0.002347540808841586","0.002347540808841586","0.002347540808841586","0.005308741703629494","0.005308741703629494","0.005308741703629494","0.006859530694782734","0.006859530694782734","0.006859530694782734","0.00908687710762024","0.00908687710762024","0.00908687710762024","0.006327328272163868","0.006327328272163868","0.006327328272163868","0.004833055194467306","0.004833055194467306","0.004833055194467306","0","0","0","0.009294996969401836","0.009294996969401836","0.009294996969401836","0.006457728799432516","0.006457728799432516","0.006457728799432516","0.010096856392920017","0.010096856392920017","0.010096856392920017","0.006564270704984665","0.006564270704984665","0.006564270704984665","0.006312431767582893","0.006312431767582893","0.006312431767582893","0.011678846552968025","0.011678846552968025","0.011678846552968025","0.011842385865747929","0.011842385865747929","0.011842385865747929","0","0","0","0","0","0","0.005880715325474739","0.005880715325474739","0.005880715325474739","0.004961240570992231","0.004961240570992231","0.004961240570992231"
"300","0.003488923655822873","0.003488923655822873","0.003488923655822873","0.002954383147880435","0.002954383147880435","0.002954383147880435","0.002552415244281292","0.002552415244281292","0.002552415244281292","0.007724069058895111","0.007724069058895111","0.007724069058895111","0.0018172052223235369","0.0018172052223235369","0.0018172052223235369","0.0008608236676082015","0.0008608236676082015","0.0008608236676082015","0","0","0","0.006514513865113258","0.006514513865113258","0.006514513865113258","0.0032105527352541685","0.0032105527352541685","0.0032105527352541685","0","0","0","0.0056999605149030685","0.0056999605149030685","0.0056999605149030685","0","0","0","0.011310255154967308","0.011310255154967308","0.011310255154967308","0.005873292684555054","0.005873292684555054","0.005873292684555054","0.0075241513550281525","0.0075241513550281525","0.0075241513550281525","0","0","0","0.005412356927990913","0.005412356927990913","0.005412356927990913","0","0","0","0.00711761973798275","0.00711761973798275","0.00711761973798275","0.002414813730865717","0.002414813730865717","0.002414813730865717"
"310","0.007405867800116539","0.007405867800116539","0.007405867800116539","0.006972155068069696","0.006972155068069696","0.006972155068069696","0.0061744097620248795","0.0061744097620248795","0.0061744097620248795","0.0061755189672112465","0.0061755189672112465","0.0061755189672112465","0.004507383797317743","0.004507383797317743","0.004507383797317743","0","0","0","0","0","0","0.00341033679433167","0.00341033679433167","0.00341033679433167","0","0","0","0.003898770082741976","0.003898770082741976","0.003898770082741976","0.006027981638908386","0.006027981638908386","0.006027981638908386","0","0","0","0.005210042465478182","0.005210042465478182","0.005210042465478182","0.004170246422290802","0.004170246422290802","0.004170246422290802","0.003682124661281705","0.003682124661281705","0.003682124661281705","0.028629973530769348","0.028629973530769348","0.028629973530769348","0","0","0","0","0","0","0.004355149809271097","0.004355149809271097","0.004355149809271097","0.011155807413160801","0.011155807413160801","0.011155807413160801"
"320","0.006496644113212824","0.006496644113212824","0.006496644113212824","0.006395488977432251","0.006395488977432251","0.006395488977432251","0","0","0","0.0006886746268719435","0.0006886746268719435","0.0006886746268719435","0.004912761505693197","0.004912761505693197","0.004912761505693197","0","0","0","0","0","0","0.007084503769874573","0.007084503769874573","0.007084503769874573","0","0","0","0.022874297574162483","0.022874297574162483","0.022874297574162483","0.026250401511788368","0.026250401511788368","0.026250401511788368","0.0031179834622889757","0.0031179834622889757","0.0031179834622889757","0.0072548785246908665","0.0072548785246908665","0.0072548785246908665","0.004962756764143705","0.004962756764143705","0.004962756764143705","0.011374597437679768","0.011374597437679768","0.011374597437679768","0.0009495928534306586","0.0009495928534306586","0.0009495928534306586","0","0","0","0","0","0","0.00785920862108469","0.00785920862108469","0.00785920862108469","0.0035452849697321653","0.0035452849697321653","0.0035452849697321653"
"330","0.004951270297169685","0.004951270297169685","0.004951270297169685","0.006505500990897417","0.006505500990897417","0.006505500990897417","0","0","0","0.004473135806620121","0.004473135806620121","0.004473135806620121","0.010069240815937519","0.010069240815937519","0.010069240815937519","0.0067024691961705685","0.0067024691961705685","0.0067024691961705685","0.006445545703172684","0.006445545703172684","0.006445545703172684","0.008167439140379429","0.008167439140379429","0.008167439140379429","0.004225895740091801","0.004225895740091801","0.004225895740091801","0.008977529592812061","0.008977529592812061","0.008977529592812061","0.007356726098805666","0.007356726098805666","0.007356726098805666","0","0","0","0.008297784253954887","0.008297784253954887","0.008297784253954887","0.0029701495077461004","0.0029701495077461004","0.0029701495077461004","0.004336480051279068","0.004336480051279068","0.004336480051279068","0.0025429176166653633","0.0025429176166653633","0.0025429176166653633","0.0031042383052408695","0.0031042383052408695","0.0031042383052408695","0.003291121684014797","0.003291121684014797","0.003291121684014797","0.004425632767379284","0.004425632767379284","0.004425632767379284","0.011345689184963703","0.011345689184963703","0.011345689184963703"
"340","0.0016394550912082195","0.0016394550912082195","0.0016394550912082195","0.006519481539726257","0.006519481539726257","0.006519481539726257","0.006155288778245449","0.006155288778245449","0.006155288778245449","0.0007922653458081186","0.0007922653458081186","0.0007922653458081186","0.0038637372199445963","0.0038637372199445963","0.0038637372199445963","0.00763779366388917","0.00763779366388917","0.00763779366388917","0.01886310614645481","0.01886310614645481","0.01886310614645481","0.003138009924441576","0.003138009924441576","0.003138009924441576","0.00638628751039505","0.00638628751039505","0.00638628751039505","0","0","0","0.005085621494799852","0.005085621494799852","0.005085621494799852","0.025326060131192207","0.025326060131192207","0.025326060131192207","0.006770980544388294","0.006770980544388294","0.006770980544388294","0.014455663040280342","0.014455663040280342","0.014455663040280342","0.016202667728066444","0.016202667728066444","0.016202667728066444","0.00842792633920908","0.00842792633920908","0.00842792633920908","0","0","0","0","0","0","0.004688406363129616","0.004688406363129616","0.004688406363129616","0.004652227275073528","0.004652227275073528","0.004652227275073528"
"350","0.00658294465392828","0.00658294465392828","0.00658294465392828","0.0058902716264128685","0.0058902716264128685","0.0058902716264128685","0.007168303243815899","0.007168303243815899","0.007168303243815899","0","0","0","0.006891768891364336","0.006891768891364336","0.006891768891364336","0.014384077861905098","0.014384077861905098","0.014384077861905098","0.018953291699290276","0.018953291699290276","0.018953291699290276","0.008532789535820484","0.008532789535820484","0.008532789535820484","0.014394475147128105","0.014394475147128105","0.014394475147128105","0","0","0","0.0027466134633868933","0.0027466134633868933","0.0027466134633868933","0.00447312043979764","0.00447312043979764","0.00447312043979764","0.0031961146742105484","0.0031961146742105484","0.0031961146742105484","0.0006852278020232916","0.0006852278020232916","0.0006852278020232916","0.011499181389808655","0.011499181389808655","0.011499181389808655","0.0038141116965562105","0.0038141116965562105","0.0038141116965562105","0.0044538164511322975","0.0044538164511322975","0.0044538164511322975","0.011202805675566196","0.011202805675566196","0.011202805675566196","0.00667341984808445","0.00667341984808445","0.00667341984808445","0.0026547093875706196","0.0026547093875706196","0.0026547093875706196"
"360","0.014883524738252163","0.014883524738252163","0.014883524738252163","0.0018992203986272216","0.0018992203986272216","0.0018992203986272216","0.013056021183729172","0.013056021183729172","0.013056021183729172","0.014705581590533257","0.014705581590533257","0.014705581590533257","0.004012193530797958","0.004012193530797958","0.004012193530797958","0.007280230522155762","0.007280230522155762","0.007280230522155762","0","0","0","0.0043751331977546215","0.0043751331977546215","0.0043751331977546215","0","0","0","0.004567130468785763","0.004567130468785763","0.004567130468785763","0.008047269657254219","0.008047269657254219","0.008047269657254219","0.008123830892145634","0.008123830892145634","0.008123830892145634","0.020515087991952896","0.020515087991952896","0.020515087991952896","0.002451260108500719","0.002451260108500719","0.002451260108500719","0.015379272401332855","0.015379272401332855","0.015379272401332855","0.003873078152537346","0.003873078152537346","0.003873078152537346","0.003956509754061699","0.003956509754061699","0.003956509754061699","0","0","0","0.005898331757634878","0.005898331757634878","0.005898331757634878","0.004614748992025852","0.004614748992025852","0.004614748992025852"
"370","0.006818477530032396","0.006818477530032396","0.006818477530032396","0.006749597378075123","0.006749597378075123","0.006749597378075123","0.006237202323973179","0.006237202323973179","0.006237202323973179","0.008177436888217926","0.008177436888217926","0.008177436888217926","0.0036060030106455088","0.0036060030106455088","0.0036060030106455088","0","0","0","0.01875140517950058","0.01875140517950058","0.01875140517950058","0.0027791366446763277","0.0027791366446763277","0.0027791366446763277","0","0","0","0.020637448877096176","0.020637448877096176","0.020637448877096176","0.00486114714294672","0.00486114714294672","0.00486114714294672","0","0","0","0.0068343933671712875","0.0068343933671712875","0.0068343933671712875","0.013703507371246815","0.013703507371246815","0.013703507371246815","0.008880002424120903","0.008880002424120903","0.008880002424120903","0.007882343605160713","0.007882343605160713","0.007882343605160713","0","0","0","0","0","0","0.008520832285284996","0.008520832285284996","0.008520832285284996","0.015207257121801376","0.015207257121801376","0.015207257121801376"
"380","0.011714190244674683","0.011714190244674683","0.011714190244674683","0.004612256307154894","0.004612256307154894","0.004612256307154894","0","0","0","0.01381191611289978","0.01381191611289978","0.01381191611289978","0","0","0","0.007253692485392094","0.007253692485392094","0.007253692485392094","0.01123705692589283","0.01123705692589283","0.01123705692589283","0.008001218549907207","0.008001218549907207","0.008001218549907207","0","0","0","0.012531552463769913","0.012531552463769913","0.012531552463769913","0.0023815652821213007","0.0023815652821213007","0.0023815652821213007","0.004352969117462635","0.004352969117462635","0.004352969117462635","0.0017668490763753653","0.0017668490763753653","0.0017668490763753653","0.005127354059368372","0.005127354059368372","0.005127354059368372","0.01218210905790329","0.01218210905790329","0.01218210905790329","0.008034569211304188","0.008034569211304188","0.008034569211304188","0","0","0","0","0","0","0.009498977102339268","0.009498977102339268","0.009498977102339268","0.0076848240569233894","0.0076848240569233894","0.0076848240569233894"
"390","0.0036781583912670612","0.0036781583912670612","0.0036781583912670612","0.0035246729385107756","0.0035246729385107756","0.0035246729385107756","0.003817438380792737","0.003817438380792737","0.003817438380792737","0.004081301391124725","0.004081301391124725","0.004081301391124725","0.006259480025619268","0.006259480025619268","0.006259480025619268","0.00622980110347271","0.00622980110347271","0.00622980110347271","0.010417909361422062","0.010417909361422062","0.010417909361422062","0.004310976713895798","0.004310976713895798","0.004310976713895798","0","0","0","0.006452017929404974","0.006452017929404974","0.006452017929404974","0.0035354497376829386","0.0035354497376829386","0.0035354497376829386","0","0","0","0.0029182792641222477","0.0029182792641222477","0.0029182792641222477","0.0038534714840352535","0.0038534714840352535","0.0038534714840352535","0.007091357838362455","0.007091357838362455","0.007091357838362455","0.004223063588142395","0.004223063588142395","0.004223063588142395","0.006540487986057997","0.006540487986057997","0.006540487986057997","0","0","0","0.010010356083512306","0.010010356083512306","0.010010356083512306","0.009657301008701324","0.009657301008701324","0.009657301008701324"
"400","0.014946285635232925","0.014946285635232925","0.014946285635232925","0.006958543788641691","0.006958543788641691","0.006958543788641691","0.0015038112178444862","0.0015038112178444862","0.0015038112178444862","0.0006484657060354948","0.0006484657060354948","0.0006484657060354948","0.013155666179955006","0.013155666179955006","0.013155666179955006","0.005639690440148115","0.005639690440148115","0.005639690440148115","0.006173127330839634","0.006173127330839634","0.006173127330839634","0.002389216562733054","0.002389216562733054","0.002389216562733054","0","0","0","0.00848910678178072","0.00848910678178072","0.00848910678178072","0.00827021710574627","0.00827021710574627","0.00827021710574627","0.008909562602639198","0.008909562602639198","0.008909562602639198","0.006381350103765726","0.006381350103765726","0.006381350103765726","0.0050403280183672905","0.0050403280183672905","0.0050403280183672905","0.0031382383313030005","0.0031382383313030005","0.0031382383313030005","0.002967364853248","0.002967364853248","0.002967364853248","0","0","0","0.004272563382983208","0.004272563382983208","0.004272563382983208","0.004773152060806751","0.004773152060806751","0.004773152060806751","0.004295779392123222","0.004295779392123222","0.004295779392123222"
"410","0.006419580429792404","0.006419580429792404","0.006419580429792404","0.004261512774974108","0.004261512774974108","0.004261512774974108","0","0","0","0.000659804092720151","0.000659804092720151","0.000659804092720151","0.00522325886413455","0.00522325886413455","0.00522325886413455","0","0","0","0.0063080876134335995","0.0063080876134335995","0.0063080876134335995","0.0046319738030433655","0.0046319738030433655","0.0046319738030433655","0.005454360041767359","0.005454360041767359","0.005454360041767359","0.005025212652981281","0.005025212652981281","0.005025212652981281","0.001872211811132729","0.001872211811132729","0.001872211811132729","0.0031989417038857937","0.0031989417038857937","0.0031989417038857937","0.006105091422796249","0.006105091422796249","0.006105091422796249","0.00473108422011137","0.00473108422011137","0.00473108422011137","0.003668521298095584","0.003668521298095584","0.003668521298095584","0.006979940924793482","0.006979940924793482","0.006979940924793482","0.007636481896042824","0.007636481896042824","0.007636481896042824","0.0018649350386112928","0.0018649350386112928","0.0018649350386112928","0.006845452822744846","0.006845452822744846","0.006845452822744846","0.005214878357946873","0.005214878357946873","0.005214878357946873"
"420","0.006179161369800568","0.006179161369800568","0.006179161369800568","0.002232917118817568","0.002232917118817568","0.002232917118817568","0.014012318104505539","0.014012318104505539","0.014012318104505539","0.00963524729013443","0.00963524729013443","0.00963524729013443","0.005776877049356699","0.005776877049356699","0.005776877049356699","0.005183071363717318","0.005183071363717318","0.005183071363717318","0","0","0","0.008731797337532043","0.008731797337532043","0.008731797337532043","0","0","0","0.01088663563132286","0.01088663563132286","0.01088663563132286","0.006884770933538675","0.006884770933538675","0.006884770933538675","0.007544287014752626","0.007544287014752626","0.007544287014752626","0.004474863409996033","0.004474863409996033","0.004474863409996033","0.007632885593920946","0.007632885593920946","0.007632885593920946","0.014203379862010479","0.014203379862010479","0.014203379862010479","0.007748138625174761","0.007748138625174761","0.007748138625174761","0","0","0","0.0010319844586774707","0.0010319844586774707","0.0010319844586774707","0.00410806480795145","0.00410806480795145","0.00410806480795145","0.01234524231404066","0.01234524231404066","0.01234524231404066"
"430","0.00765641825273633","0.00765641825273633","0.00765641825273633","0.005940346512943506","0.005940346512943506","0.005940346512943506","0.010884847491979599","0.010884847491979599","0.010884847491979599","0.011353173293173313","0.011353173293173313","0.011353173293173313","0.0039314343594014645","0.0039314343594014645","0.0039314343594014645","0.007385680917650461","0.007385680917650461","0.007385680917650461","0","0","0","0.006038283929228783","0.006038283929228783","0.006038283929228783","0.004925239831209183","0.004925239831209183","0.004925239831209183","0.006109639536589384","0.006109639536589384","0.006109639536589384","0.00927814282476902","0.00927814282476902","0.00927814282476902","0","0","0","0.007324865087866783","0.007324865087866783","0.007324865087866783","0.005539237055927515","0.005539237055927515","0.005539237055927515","0.01131948921829462","0.01131948921829462","0.01131948921829462","0.005516066215932369","0.005516066215932369","0.005516066215932369","0.00599434832111001","0.00599434832111001","0.00599434832111001","0.004654726944863796","0.004654726944863796","0.004654726944863796","0.006226502824574709","0.006226502824574709","0.006226502824574709","0.006225921679288149","0.006225921679288149","0.006225921679288149"
"440","0.0067417738027870655","0.0067417738027870655","0.0067417738027870655","0.005391489714384079","0.005391489714384079","0.005391489714384079","0.008510468527674675","0.008510468527674675","0.008510468527674675","0.003937423229217529","0.003937423229217529","0.003937423229217529","0.005045322235673666","0.005045322235673666","0.005045322235673666","0.008770953863859177","0.008770953863859177","0.008770953863859177","0.007307163439691067","0.007307163439691067","0.007307163439691067","0.00824647955596447","0.00824647955596447","0.00824647955596447","0","0","0","0.007853267714381218","0.007853267714381218","0.007853267714381218","0.019057173281908035","0.019057173281908035","0.019057173281908035","0.004712779074907303","0.004712779074907303","0.004712779074907303","0.0024326718412339687","0.0024326718412339687","0.0024326718412339687","0.0127857131883502","0.0127857131883502","0.0127857131883502","0.0028502775821834803","0.0028502775821834803","0.0028502775821834803","0.007819339632987976","0.007819339632987976","0.007819339632987976","0.010215969756245613","0.010215969756245613","0.010215969756245613","0","0","0","0","0","0","0.010489914566278458","0.010489914566278458","0.010489914566278458"
